dayamin,-11375,2008,2009,6620,17995
kenlei,11374,2013,2014,17965,6591
stormii,11370,2019,2020,17661,6291
rebeccah,11367,2006,2007,19384,8017
naiah,11360,2011,2012,18731,7371
shailene,11352,2013,2014,16233,4881
greicy,11348,2015,2016,17393,6045
arayla,11338,2022,2023,15533,4195
nysha,11337,2014,2015,18527,7190
somya,11328,2010,2011,19476,8148
zelia,11314,2004,2005,18808,7494
millee,11307,2011,2012,18672,7365
kadeja,11307,1992,1993,14265,2958
zanayah,11303,2004,2005,18795,7492
gianina,11302,2019,2020,16370,5068
giannina,11302,2019,2020,16371,5069
nyna,11281,2006,2007,19286,8005
suhailah,11270,2008,2009,20104,8834
nyaja,11267,2006,2007,19271,8004
nuala,11264,2006,2007,19267,8003
shanty,11255,2014,2015,16223,4968
sahasra,11238,2005,2006,14208,2970
eryss,11223,2019,2020,16287,5064
zariyah,11220,1996,1997,15877,4657
evani,11217,2011,2012,17635,6418
millennium,-11216,2000,2001,5868,17084
neveyah,11212,2009,2010,19396,8184
trany,11206,2012,2013,19325,8119
leani,11205,2009,2010,18947,7742
nashaly,11191,2003,2004,13415,2224
simonne,11189,2006,2007,19649,8460
charlize,11185,1998,1999,14572,3387
yuleini,-11182,2023,2024,6392,17574
nyela,11179,2012,2013,18837,7658
lanijah,11175,2009,2010,18916,7741
aasia,11161,2004,2005,16119,4958
marianela,11159,2010,2011,18827,7668
ilyssa,11157,2017,2018,16831,5674
kamoria,11147,2011,2012,18147,7000
juliete,-11147,2011,2012,6965,18112
enzley,11147,2016,2017,17049,5902
raseel,11143,2017,2018,17875,6732
enola,11135,2012,2013,17685,6550
veyonce,11098,2002,2003,17975,6877
klyn,-11097,2006,2007,8065,19162
veena,11095,2002,2003,17969,6874
kaari,11077,2016,2017,17474,6397
araina,11074,2007,2008,17905,6831
tyeisha,-11073,2008,2009,8941,20014
prajna,11071,2013,2014,18635,7564
aavya,11068,2014,2015,16528,5460
makyra,11063,2008,2009,16713,5650
trulee,11058,2010,2011,19643,8585
taleia,11051,2005,2006,18882,7831
yuliet,11044,2008,2009,20410,9366
yuka,11044,2007,2008,20504,9460
nashley,11043,2004,2005,15501,4458
carma,11040,2004,2005,14505,3465
tayah,11032,1996,1997,13358,2326
zoa,11024,2016,2017,18860,7836
kenda,11017,2012,2013,18239,7222
chastelyn,-11007,2009,2010,1518,12525
nuriyah,11006,2014,2015,18521,7515
daffne,-11006,2007,2008,4844,15850
zhamira,11004,2016,2017,16190,5186
sila,10994,2010,2011,16694,5700
mariabella,10986,2009,2010,19140,8154
zuree,-10982,2023,2024,6672,17654
lunabelle,10975,2015,2016,18073,7098
chastelin,-10971,2009,2010,4391,15362
gemmalee,10964,2022,2023,16132,5168
alicianna,10960,2007,2008,17775,6815
fabianna,10958,2011,2012,17647,6689
zona,10956,2009,2010,20181,9225
khushi,10928,2000,2001,14099,3171
ruchama,10925,2012,2013,19005,8080
jozelynn,10924,2006,2007,18484,7560
trishna,10920,2008,2009,20269,9349
kollyns,10917,2010,2011,18544,7627
valli,10912,2022,2023,17564,6652
yosselyn,10906,2005,2006,19136,8230
jassmin,10894,2005,2006,17591,6697
lorelle,10890,2009,2010,19024,8134
jazlynne,10873,2022,2023,16335,5462
nhu,10855,2007,2008,19707,8852
leylany,10852,2009,2010,18977,8125
tayana,10851,1990,1991,15051,4200
nathalee,10849,2008,2009,19610,8761
meliana,10839,2014,2015,18331,7492
luisana,10839,2002,2003,17048,6209
sanaiyah,10838,2008,2009,17108,6270
tiahna,10836,2017,2018,18216,7380
kylynne,10831,2007,2008,19183,8352
teresita,10830,2019,2020,17724,6894
kaydince,10829,2003,2004,14779,3950
rosicela,-10817,1998,1999,5539,16356
tristynn,10817,2009,2010,20009,9192
aelin,10815,2017,2018,15967,5152
elynn,10811,2009,2010,14138,3327
klea,10808,2006,2007,18729,7921
yulisa,10795,1996,1997,11784,989
tilley,10789,2009,2010,19974,9185
jamariyah,10782,2009,2010,18455,7673
saanvika,10781,2014,2015,18712,7931
saleisha,-10781,2008,2009,8882,19663
zohra,10780,2013,2014,19260,8480
jaleia,10774,2009,2010,18445,7671
mariangela,10773,2010,2011,18828,8055
heer,10764,2010,2011,17994,7230
sabriah,10760,2010,2011,19301,8541
hasini,10758,2006,2007,14109,3351
seher,10754,2018,2019,17724,6970
yomi,10753,2020,2021,17432,6679
tiandra,-10745,2004,2005,8216,18961
solvi,10736,2017,2018,18106,7370
vivica,10736,1996,1997,13468,2732
hadasha,10728,2021,2022,16098,5370
eveny,10727,2020,2021,15862,5135
ilaria,10727,2004,2005,17103,6376
nusaiba,10725,2011,2012,18834,8109
atlanta,10718,2012,2013,17217,6499
allizon,10714,2007,2008,15606,4892
aleenah,10714,2006,2007,17282,6568
zahira,10712,1988,1989,13873,3161
siani,10706,2016,2017,18492,7786
malini,10706,2003,2004,17375,6669
cattleya,10690,2011,2012,12392,1702
maribi,-10686,1996,1997,4530,15216
leelah,10685,2005,2006,18037,7352
maryori,10682,2023,2024,16745,6063
lizabella,10680,2010,2011,18714,8034
shawnie,10680,1989,1990,14185,3505
wateen,10674,2013,2014,19135,8461
maytal,10672,2006,2007,19061,8389
alinna,10670,2006,2007,15239,4569
meryn,10667,2009,2010,19245,8578
vrinda,10661,2018,2019,17977,7316
halayna,10656,2009,2010,18308,7652
mandalyn,10646,2001,2002,16944,6298
sophiagrace,10641,2011,2012,19210,8569
shanley,10638,2013,2014,16243,5605
eluney,10635,2022,2023,12622,1987
finnleigh,10631,2013,2014,17434,6803
graelynn,10630,2017,2018,16731,6101
soliana,10624,2005,2006,18812,8188
naydelyn,10618,2004,2005,18019,7401
lydian,10606,2008,2009,19323,8717
raeley,10602,2007,2008,17115,6513
karigan,10595,1995,1996,14478,3883
lorelie,10589,2008,2009,19303,8714
mady,10587,2007,2008,19380,8793
jolissa,10587,2003,2004,16931,6344
joei,10584,2007,2008,18901,8317
samariya,10573,2006,2007,19494,8921
simara,10572,2004,2005,18423,7851
mykaela,10565,1992,1993,14766,4201
quantaya,-10561,2000,2001,6727,17288
nazalia,-10560,2006,2007,9122,19682
saryn,10558,2005,2006,16080,5522
saphira,10553,2006,2007,12246,1693
mikeria,10553,2005,2006,18291,7738
aahna,10553,2013,2014,16545,5992
fancy,10553,1990,1991,13666,3113
zyiah,10549,2020,2021,17511,6962
tameria,10541,1993,1994,15545,5004
betzabeth,10541,2011,2012,17177,6636
serrina,10540,1999,2000,16441,5901
rhia,10537,2008,2009,19831,9294
nazaria,10536,2002,2003,17346,6810
rhaniya,10535,2008,2009,19828,9293
leeandra,10531,2001,2002,16818,6287
allannah,10518,2003,2004,15899,5381
thia,10518,2015,2016,18872,8354
kyna,10517,2003,2004,17164,6647
zarea,10515,2001,2002,17950,7435
nimah,10514,2015,2016,18399,7885
caricia,-10510,2002,2003,5710,16220
alyzabeth,10502,2006,2007,17332,6830
chania,10502,1995,1996,13809,3307
nerissa,10493,2015,2016,18375,7882
zyaria,10492,2007,2008,20573,10081
shadiamon,10489,2001,2002,17479,6990
tava,10488,1999,2000,16674,6186
teyah,10480,1996,1997,15692,5212
parthenia,10478,2017,2018,17811,7333
raziyah,10473,2006,2007,19381,8908
nykeria,-10466,2013,2014,8058,18524
taneya,10465,2010,2011,19558,9093
reata,10464,2012,2013,18949,8485
rubina,10464,2011,2012,19014,8550
saadia,10457,2005,2006,18614,8157
lilyahna,10456,2009,2010,19000,8544
nethra,10455,2019,2020,17294,6839
zaleigh,10452,2007,2008,20521,10069
yaritzy,10449,2002,2003,18015,7566
taliana,10446,2017,2018,18168,7722
lyanne,10445,1989,1990,13642,3197
deleyza,10442,2013,2014,17225,6783
lexxie,10437,2009,2010,18976,8539
aarilyn,10437,2010,2011,17002,6565
rithika,10431,1999,2000,16324,5893
trynity,10428,1999,2000,14311,3883
solash,10424,2009,2010,17019,6595
jaiannah,-10423,2014,2015,7116,17539
pantera,10423,2007,2008,19786,9363
yazlynn,10413,2007,2008,20478,10065
caidance,10411,2003,2004,16201,5790
makilah,10411,2004,2005,17774,7363
randa,10409,2011,2012,18943,8534
rhionna,-10405,2007,2008,9429,19834
paislei,10401,2012,2013,18867,8466
noya,10397,2009,2010,16728,6331
jenaiah,10395,2018,2019,14599,4204
malillany,-10387,2015,2016,7486,17873
madeleyn,10386,2013,2014,15782,5396
vanity,10382,1982,1983,12266,1884
natelie,-10380,2012,2013,8099,18479
greisy,10377,2015,2016,17394,7017
kynlie,10376,2007,2008,16638,6262
jla,10376,2005,2006,17676,7300
nene,10373,2008,2009,19636,9263
lunarae,-10370,2023,2024,6302,16672
luma,-10368,2023,2024,6301,16669
angellina,10367,2000,2001,15211,4844
latasia,-10358,2009,2010,8273,18631
makhiya,10353,2001,2002,16926,6573
nikky,10352,2012,2013,18806,8454
brezlyn,10351,2016,2017,16684,6333
zahria,10348,1995,1996,13375,3027
olesia,10346,2009,2010,19455,9109
malyiah,10344,2010,2011,18813,8469
brynlea,10341,2010,2011,17512,7171
tytionna,10332,2007,2008,20379,10047
sitlali,10329,2000,2001,17251,6922
trinaty,10321,1999,2000,16786,6465
jeda,10314,2005,2006,17610,7296
jeneva,10309,2013,2014,17769,7460
mackenzey,10303,2010,2011,18762,8459
tazaria,10300,2006,2007,19796,9496
honestee,10300,2009,2010,18344,8044
mckaela,10295,1993,1994,14931,4636
jenavecia,-10293,2010,2011,7687,17980
maitlyn,-10291,2008,2009,8796,19087
blakeleigh,10290,2010,2011,17451,7161
lylla,10289,2010,2011,18746,8457
suleyma,10288,1989,1990,14280,3992
tariya,10287,2022,2023,17497,7210
camiah,10285,2014,2015,17059,6774
kerstyn,10284,2009,2010,18793,8509
noriah,10276,2002,2003,17398,7122
salaya,10271,2010,2011,19320,9049
lanaiya,10271,2004,2005,17613,7342
kahani,10266,2023,2024,16284,6018
maleny,10256,2008,2009,16719,6463
eriyanna,10255,2007,2008,18504,8249
edynn,10251,2010,2011,17779,7528
emrielle,10246,2023,2024,15900,5654
carolena,10246,2002,2003,15874,5628
emmersen,10244,2007,2008,18492,8248
mayerly,10242,2001,2002,14708,4466
wafa,10230,2000,2001,17538,7308
lenaya,10229,2013,2014,18131,7902
nazyia,10224,2004,2005,18025,7801
srishti,10222,2002,2003,17760,7538
jesselin,10221,2010,2011,15852,5631
myana,10217,1998,1999,15802,5585
verena,10214,2004,2005,16001,5787
litzi,10208,1999,2000,12138,1930
tyara,-10206,2010,2011,9193,19399
zaylani,10205,2015,2016,19065,8860
joylynn,10203,2007,2008,18924,8721
sharnise,10193,1991,1992,15018,4825
jaretzy,10193,2005,2006,12310,2117
azya,10190,2008,2009,17923,7733
sorayah,10188,2010,2011,16718,6530
nadalie,10187,2001,2002,17133,6946
rahel,10186,2021,2022,17108,6922
myonna,10181,2001,2002,17126,6945
lanelle,10180,2010,2011,18620,8440
marija,10175,2006,2007,19016,8841
josee,10175,1993,1994,14478,4303
dayja,10175,1994,1995,13976,3801
malaiah,-10162,2023,2024,6566,16728
cammi,10162,2006,2007,17615,7453
sabella,10157,2000,2001,17064,6907
atiana,10155,2004,2005,12917,2762
syniyah,10155,2009,2010,19881,9726
lively,10153,2012,2013,16091,5938
joslynne,10151,2009,2010,18629,8478
nejla,10151,2014,2015,18467,8316
zaylie,10148,2003,2004,18404,8256
acsa,10147,2017,2018,15932,5785
markella,10146,2007,2008,19467,9321
laiba,10144,1999,2000,15741,5597
christabella,10142,2011,2012,17351,7209
sira,10140,2007,2008,20140,10000
asharia,-10139,2010,2011,6938,17077
merlina,10137,2011,2012,18631,8494
kayelynn,10136,2006,2007,16131,5995
ysabela,10135,2003,2004,18380,8245
thessaly,10134,2013,2014,19058,8924
sulamita,10133,1998,1999,16292,6159
jazlen,10129,2007,2008,18835,8706
rosalea,10126,2016,2017,18330,8204
annelie,10124,2010,2011,17266,7142
nakshatra,10122,2014,2015,18430,8308
atavia,10119,2004,2005,16413,6294
shanzay,10119,2006,2007,19580,9461
kaiyana,10113,2011,2012,18121,8008
naelle,10111,2014,2015,18417,8306
tashvi,10108,2013,2014,19023,8915
yaneliz,10106,2003,2004,18345,8239
oaklynne,10104,2017,2018,17767,7663
nariyah,10103,2002,2003,13214,3111
koralyn,10094,2013,2014,15650,5556
yazmyne,10093,2008,2009,17421,7328
nialani,10088,2023,2024,16916,6828
makeya,10087,2003,2004,17362,7275
seylah,10083,2018,2019,15372,5289
marixa,10081,1998,1999,15654,5573
chantay,10077,1995,1996,13814,3737
rayelynn,10074,2016,2017,18270,8196
shayanne,-10072,2011,2012,9063,19135
trishika,10072,2015,2016,18905,8833
yomii,10069,2020,2021,15019,4950
monzerrath,10067,2013,2014,18429,8362
ashaureah,-10066,2003,2004,6336,16402
sarahjane,10064,2008,2009,19943,9879
nahiara,10053,2015,2016,18328,8275
karmah,10053,2007,2008,16503,6450
saliha,10051,2008,2009,19922,9871
zandria,10050,2016,2017,18817,8767
gabryela,10046,2004,2005,16981,6935
marea,10042,2004,2005,17805,7763
shamyia,10037,2009,2010,19741,9704
brooklee,10037,2011,2012,17234,7197
meilanie,10033,2014,2015,18321,8288
maree,10032,2001,2002,16955,6923
mileydi,10032,2009,2010,16595,6563
lissett,10025,2007,2008,19322,9297
yanessa,10024,2002,2003,18007,7983
aliha,10020,2007,2008,17777,7757
rakel,10019,2003,2004,17764,7745
brietta,10013,2005,2006,16923,6910
vedika,10012,2004,2005,16000,5988
saisha,10010,2004,2005,18263,8253
imunique,10006,2007,2008,18689,8683
milca,10006,2015,2016,18274,8268
rosaisela,10003,2006,2007,19437,9434
xylah,10002,2010,2011,19697,9695
eliette,9998,2011,2012,17558,7560
genoveva,9998,2010,2011,17923,7925
rohini,9997,2008,2009,19856,9859
lylianah,-9994,2007,2008,9331,19325
roxane,9986,2011,2012,19009,9023
azeneth,9986,2002,2003,11278,1292
aliayah,9985,2005,2006,16590,6605
madailein,9982,2004,2005,17734,7752
mariyana,9981,2014,2015,18261,8280
christabelle,9975,2008,2009,18123,8148
arleny,9971,2016,2017,16532,6561
lenia,9969,2005,2006,18050,8081
hallelujah,9966,2019,2020,16401,6435
laekyn,9961,2012,2013,18345,8384
kesleigh,9956,2016,2017,17607,7651
yvaine,-9956,2023,2024,7624,17580
juliauna,9948,2002,2003,16682,6734
meylin,9946,2005,2006,15795,5849
avleen,9945,2011,2012,17127,7182
jatziry,9944,2021,2022,16261,6317
sanam,-9942,2022,2023,7239,17181
yahayra,9941,1995,1996,15708,5767
raeli,9931,2006,2007,19348,9417
sanae,9923,2013,2014,18803,8880
chandel,-9922,1991,1992,3736,13658
amalya,9922,2006,2007,17336,7414
zynique,9918,2012,2013,19528,9610
raelyne,9916,2011,2012,18925,9009
havilah,9908,2009,2010,18323,8415
neidy,9908,2003,2004,17628,7720
wrynlee,9907,2019,2020,17851,7944
adahlia,9903,2010,2011,17021,7118
krystine,9899,2003,2004,17155,7256
janyra,9898,2003,2004,16808,6910
rechel,9898,2009,2010,19572,9674
brieanna,-9895,2018,2019,6054,15949
zendayah,9894,2012,2013,19495,9601
sadey,9893,2017,2018,17974,8081
zavannah,9892,2005,2006,19169,9277
zareen,9889,2005,2006,19165,9276
quaniya,-9888,2009,2010,9279,19167
taleen,9885,2001,2002,17668,7783
jasira,9885,2020,2021,16150,6265
nyirah,9885,2001,2002,17232,7347
jocelynne,9885,2019,2020,16643,6758
sukanya,9876,2004,2005,15851,5975
yuleidy,9874,2005,2006,19142,9268
geovana,9874,2008,2009,18468,8594
dayanara,9868,1992,1993,12141,2273
niang,9868,2009,2010,16698,6830
haille,9867,1995,1996,14222,4355
chiane,9865,1999,2000,14884,5019
macklynn,9863,2015,2016,18100,8237
naydeline,9861,2002,2003,17340,7479
yashira,9854,2006,2007,19965,10111
vannah,-9853,2023,2024,7608,17461
westlynn,9852,2016,2017,12813,2961
josselyne,9849,2006,2007,16047,6198
sereen,-9846,2023,2024,5103,14949
karielle,9842,2023,2024,16333,6491
yovana,9840,2007,2008,17576,7736
leyre,9835,2014,2015,18093,8258
nitika,9835,2004,2005,18058,8223
takenya,9834,1997,1998,15876,6042
khylani,9832,2020,2021,16369,6537
jamirah,9826,2018,2019,16670,6844
kimiya,9825,2001,2002,16708,6883
faria,9823,2008,2009,18411,8588
ramla,9822,2013,2014,18680,8858
aviahna,9821,2018,2019,16024,6203
astella,9816,2015,2016,16754,6938
zeanna,9815,2020,2021,15045,5230
thanvika,9815,2019,2020,17736,7921
kenzey,9814,2005,2006,17873,8059
zarria,9813,1995,1996,13380,3567
danely,9811,2003,2004,16364,6553
nazariah,9810,2006,2007,19208,9398
niaomi,9810,2005,2006,18405,8595
arelys,9808,2022,2023,12364,2556
elianni,9808,2019,2020,16217,6409
sydni,9804,2023,2024,17332,7528
mayline,9804,2003,2004,13350,3546
porcha,-9803,2000,2001,7475,17278
velia,9801,2006,2007,19903,10102
shravya,9801,2001,2002,17566,7765
zoi,9801,1994,1995,15757,5956
amayah,9799,1998,1999,14254,4455
sharya,9794,2003,2004,17971,8177
keeva,9790,2009,2010,18763,8973
nardos,9787,2008,2009,19599,9812
jaryah,9785,2010,2011,18162,8377
makaleigh,-9781,2012,2013,8474,18255
klaudia,9777,2022,2023,16579,6802
shirlene,9774,1990,1991,14932,5158
anishka,9774,2004,2005,16327,6553
naylene,9770,2007,2008,19681,9911
jouri,9761,2012,2013,18098,8337
zarela,-9759,2006,2007,5702,15461
yulieth,9758,2008,2009,20411,10653
carlysia,9758,2005,2006,16973,7215
senya,9757,2003,2004,17920,8163
evoleht,-9756,2023,2024,6240,15996
lillyonna,9755,2007,2008,16718,6963
hermione,9754,2001,2002,16257,6503
juliahna,9752,2008,2009,18872,9120
shirin,9742,2021,2022,17324,7582
krithika,9740,2014,2015,17979,8239
dianely,9738,2007,2008,18391,8653
kensi,9737,2009,2010,16249,6512
twila,9734,2012,2013,14871,5137
jamica,-9732,1999,2000,6305,16037
zeriyah,9729,2014,2015,19202,9473
yajayra,9728,1999,2000,16874,7146
shannel,9728,1999,2000,16481,6753
ariyannah,9727,2008,2009,17833,8106
memorie,9725,2001,2002,17041,7316
zelina,9722,2014,2015,19193,9471
nzuri,9721,2020,2021,16892,7171
syria,9721,1995,1996,15469,5748
tarissa,-9719,2006,2007,10549,20268
zyleah,9717,2015,2016,19125,9408
shreenika,9715,2019,2020,17622,7907
itzamara,9715,2015,2016,15230,5515
meilany,9714,2014,2015,15887,6173
layliana,9713,2010,2011,18647,8934
joelys,9713,2008,2009,18830,9117
sheva,9711,2019,2020,17617,7906
jenan,9710,2012,2013,18032,8322
milayna,9709,2004,2005,17911,8202
mikeala,9708,2008,2009,19513,9805
khamiyah,9707,2014,2015,17934,8227
aasiya,9707,2016,2017,16235,6528
krishika,9706,2015,2016,17920,8214
tameia,9704,2004,2005,18527,8823
milla,9704,1996,1997,15051,5347
nolani,9703,2017,2018,17745,8042
tationna,9699,2006,2007,19781,10082
lunabella,9696,2016,2017,17812,8116
jordanne,9696,2007,2008,18913,9217
taralyn,9695,2006,2007,19774,10079
melynda,9694,2005,2006,18257,8563
tashanda,-9693,1990,1991,5522,15215
kaprice,9693,2004,2005,17398,7705
yarisbel,9691,2007,2008,20473,10782
waleska,9691,2008,2009,20327,10636
sugey,9691,2011,2012,16529,6838
citlalic,9690,2000,2001,15550,5860
meeka,9688,2004,2005,17883,8195
jaely,9685,2016,2017,17292,7607
elidia,9683,2017,2018,16565,6882
yazleemar,-9683,2015,2016,4582,14265
zaidee,9682,2003,2004,18388,8706
tena,9682,2011,2012,19349,9667
karrigan,9681,1995,1996,12501,2820
minka,9680,2007,2008,19577,9897
louna,9678,2015,2016,13886,4208
yazleen,9678,2009,2010,20104,10426
surabhi,9677,2012,2013,19221,9544
milli,9677,2007,2008,19573,9896
natalyah,9675,2007,2008,16986,7311
makinzee,9673,2012,2013,18549,8876
kailynne,9673,2004,2005,17369,7696
yamiled,9673,2007,2008,20453,10780
natajah,-9666,2003,2004,8340,18006
supriya,9664,2004,2005,18479,8815
jya,9656,2004,2005,17349,7693
keydi,9652,2021,2022,16504,6852
caela,9651,2010,2011,17522,7871
jalexis,9650,1995,1996,14305,4655
nalina,9647,2013,2014,18463,8816
sisira,9646,2018,2019,15411,5765
natassja,9646,1994,1995,15019,5373
dulcinea,9645,2005,2006,17232,7587
tamlyn,9638,1990,1991,15018,5380
rhilyn,9631,2010,2011,19233,9602
malaisha,9630,2006,2007,18980,9350
stellah,9628,2013,2014,16303,6675
mariaha,9627,2004,2005,17810,8183
patra,9625,1993,1994,12981,3356
koralynn,9625,2012,2013,15995,6370
vedha,9624,2009,2010,20041,10417
maitri,9624,2006,2007,18965,9341
yazhini,9619,2015,2016,19015,9396
zlaty,9619,2021,2022,17641,8022
audriana,9618,1988,1989,10482,864
kiylah,9616,2010,2011,18534,8918
shanara,9616,1995,1996,15347,5731
gabi,9613,2002,2003,16308,6695
magdelena,9610,2001,2002,16902,7292
zaharah,9609,2023,2024,17531,7922
marleah,9608,2011,2012,18563,8955
amiyla,9606,2016,2017,16431,6825
mariza,9604,2011,2012,18558,8954
luciella,-9603,2021,2022,7131,16734
starlett,9600,2012,2013,16601,7001
danniella,9597,2006,2007,17795,8198
destina,9595,2004,2005,16825,7230
tykira,9593,1995,1996,15647,6054
ramielle,-9589,2008,2009,9951,19540
nyelli,9589,2009,2010,16733,7144
nayali,9588,2000,2001,16812,7224
zaria,9588,1994,1995,11776,2188
lilliauna,9587,2012,2013,18433,8846
makenize,-9587,2015,2016,8274,17861
damary,9586,2009,2010,17965,8379
mikaylee,9584,1997,1998,15316,5732
hava,9580,2021,2022,16123,6543
yadhira,9577,1999,2000,14364,4787
evvie,9576,2015,2016,17302,7726
jakylah,9576,2006,2007,18294,8718
janashia,9575,2003,2004,16792,7217
merilyn,9573,2013,2014,18374,8801
makynleigh,9571,2011,2012,18518,8947
timaya,9570,2009,2010,19975,10405
maralyn,9565,2007,2008,19436,9871
hydia,9563,1995,1996,12335,2772
aerolynn,9560,2018,2019,15741,6181
kella,9558,2010,2011,18457,8899
raiyah,9557,2019,2020,17424,7867
janiylah,9554,2009,2010,18482,8928
jaynia,9552,2002,2003,16576,7024
dayami,9551,2007,2008,10305,754
mekayla,-9548,2018,2019,7628,17176
janylah,9548,2004,2005,17222,7674
anaily,9548,2011,2012,14958,5410
sarra,-9546,2015,2016,8865,18411
shakiah,9546,2004,2005,18335,8789
briela,9539,2016,2017,16690,7151
emnet,9538,2015,2016,17259,7721
kataleya,9538,2011,2012,10772,1234
nita,9537,2022,2023,17076,7539
gyselle,-9535,2012,2013,7967,17502
jhene,9532,2013,2014,12522,2990
mallarie,9526,2009,2010,19114,9588
issis,9526,2006,2007,18235,8709
yaqueline,9525,2002,2003,18010,8485
